DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp_Total,SoM_Comp
Greece,Mykonos,Regular,Lights,STD,KS,2,10,17.037037000000
Mexico,Puerto Vallarta,NTD Caps,Full Flavor,STD,KS,2,16,10.817307500000
Spain,Barcelona,Regular,Full Flavor,SSL,100,1,10,30.000000000000
China,Yinchuan Hedong,Regular,Full Flavor,STD,KS,4,20,84.000000000000
China,Xiamen Gaoqi,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Greece,Santorini,Regular,Full Flavor,SSL,100,2,10,23.750000000000
Turkey,Samsun Airport,Menthol,Full Flavor,SSL,100,1,27,7.407407500000
Cambodia,Phnom Penh,Regular,Full Flavor,STD,KS,5,25,65.581501750000
Hong Kong,Hong Kong,Regular,Full Flavor,STD,100,2,14,13.571428500000
Senegal,Leopold Sedar Senghar,Menthol,Full Flavor,SSL,100,1,19,5.263158000000
Canary Islands,Tenerife,Regular,Lights,STD,100,1,16,6.250000000000
Morocco,Casablanca,Regular,Full Flavor,SSL,100,2,29,22.754363666667
Japan,Miyazaki,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Spain,Santiago De Compostela,Regular,Full Flavor,STD,KS,3,9,66.203703666667
Great Britain,Leeds Bradford,NTD Caps,Full Flavor,STD,KS,1,10,10.000000000000
China,Xiamen Gaoqi,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Mexico,Puerto Vallarta,Regular,Lights,STD,KS,2,16,16.761363500000
Italy,Milan - Linate,Regular,Full Flavor,STD,KS,2,7,67.857142750000
Lithuania,Kaunas,Regular,Lights,STD,100,1,5,20.000000000000
Jamaica,Montego Bay,Regular,Full Flavor,STD,100,1,29,3.448276000000
Mexico,Puerto Vallarta,Regular,Lights,STD,100,1,11,9.090909000000
Belgium,Charleroi,Regular,Full Flavor,STD,KS,2,6,72.222222333333
South Korea,Seoul,Menthol,Full Flavor,STD,KS,2,56,8.585164500000
Italy,Bologna,Regular,Full Flavor,STD,KS,1,2,50.000000000000
Spain DP,Bilbao,Regular,Full Flavor,STD,KS,3,9,66.878307000000
France DP,Lyon Saint Exupery,Regular,Lights,STD,KS,2,11,28.282828333333
China,Changsha Huanghua,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Japan,Chubu,Regular,Lights,STD,KS,1,26,5.769231000000
India,Bangalore,Regular,Full Flavor,SSL,100,2,14,27.042124500000
Jordan,Amman,Regular,Lights,STD,LONGER THAN KS,1,23,4.347826000000
Belgium,Charleroi,NTD Caps,Full Flavor,STD,KS,1,6,16.666667000000
Greece,Thessaloniki,Regular,Full Flavor,STD,KS,4,12,65.757575750000
South Korea,Muan,Menthol,Full Flavor,SSL,100,1,43,2.325581000000
Italy,Venice,Regular,Full Flavor,SLI,100,1,9,11.111111000000
Turkey,Ankara Airport,Regular,Full Flavor,STD,LONGER THAN KS,1,19,10.526316000000
Tanzania,Dar Es Salaam,NTD Caps,Full Flavor,STD,KS,1,17,5.882353000000
Uzbekistan,Tashkent,NTD Caps,Full Flavor,STD,KS,1,2,50.000000000000
Spain,Alicante,NTD Caps,Full Flavor,STD,KS,1,14,7.142857000000
Martinique,Fort-de-France,Regular,Full Flavor,STD,KS,3,8,82.142857000000
Greece,Thessaloniki,NTD Caps,Full Flavor,STD,KS,1,12,8.333333000000
China,Zhengzhou Xinzheng,Regular,Full Flavor,SSL,100,2,10,34.444444333333
China,Taiyuan Wusu,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Aruba,Oranjestad,Regular,Lights,STD,KS,2,18,45.185185333333
China,Chengdu Tianfu,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,Newcastle,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
Morocco,Agadir,Regular,Full Flavor,STD,KS,3,28,50.811287333333
Senegal,Leopold Sedar Senghar,Regular,Ultralights,STD,KS,1,19,5.263158000000
Norway,Bergen,Regular,Full Flavor,SSL,KS,1,11,9.090909000000
Gabon,Gabon,Regular,Lights,STD,KS,2,16,26.157407333333
Aruba,Oranjestad,NTD Caps,Full Flavor,SSL,100,1,4,25.000000000000
China,Xuzhou Guanyin,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Brazil,Sao Paulo - Guarulhos,NTD Caps,Full Flavor,STD,KS,2,18,19.771242000000
Germany,Cologne,Regular,Full Flavor,SSL,100,1,5,20.000000000000
Senegal,Leopold Sedar Senghar,Regular,Lights,STD,KS,2,19,23.182957333333
Russia,Makhachkala,Regular,Full Flavor,STD,KS,1,6,66.666667000000
Gabon,Gabon,Regular,Full Flavor,SSL,100,2,16,11.805555500000
Guatemala,Guatemala City,Menthol,Full Flavor,STD,KS,1,13,15.384615000000
Great Britain,Edinburgh,Regular,Full Flavor,STD,100,1,11,9.090909000000
South Korea,Cheongju,Menthol,Full Flavor,SSL,100,1,55,1.818182000000
Canary Islands,Tenerife,Regular,Full Flavor,SSL,100,1,6,33.333333000000
Panama,Panama Tocumen,Regular,Full Flavor,STD,KS,2,13,48.351648500000
China,Wenzhou Longwan,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Lithuania,Kaunas,Regular,Full Flavor,STD,KS,1,5,40.000000000000
India,Bangalore,Regular,Full Flavor,STD,100,1,14,14.285714000000
Brazil,Sao Paulo - Guarulhos,Regular,Full Flavor,SSL,100,2,18,8.496732000000
France DP,Toulouse,Menthol,Full Flavor,STD,100,1,12,8.333333000000
Japan,Tokyo - Narita,Regular,Full Flavor,STD,100,1,60,1.666667000000
Great Britain,Manchester,Regular,Lights,STD,KS,2,13,25.874125500000
Malaysia,Johor Bahru,NTD Caps,Full Flavor,STD,KS,1,7,15.476190500000
China,Hangzhou Xiaoshan,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
China,Zhengzhou Xinzheng,Regular,Lights,STD,KS,1,20,10.000000000000
Gabon,Gabon,Regular,Lights,STD,100,1,9,11.111111000000
Turkey,Izmir Airport,Regular,Full Flavor,SSL,100,2,37,20.937604000000
Spain,Valencia,Menthol,Full Flavor,STD,KS,1,19,5.263158000000
France DP,Chambery,Regular,Full Flavor,STD,KS,1,1,100.000000000000
China,Fuzhou Changle,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Kosovo,PRISTINA,NTD Caps,Full Flavor,SSL,100,1,21,4.761905000000
Canary Islands,Fuerteventura,Menthol,Full Flavor,SSL,100,1,6,16.666667000000
United Arab Emirates,Abu Dhabi,Regular,Full Flavor,SLI,100,1,13,7.692308000000
China,Ningbo Lishe,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Latvia,Riga,Regular,Full Flavor,STD,KS,1,5,40.000000000000
Cape Verde,Espargos,NTD Caps,Full Flavor,SSL,100,1,2,50.000000000000
Russia,Moscow - Sheremetyevo,Regular,Full Flavor,STD,100,1,15,26.666667000000
Russia,Moscow - Sheremetyevo,Regular,Lights,STD,KS,2,15,30.000000000000
Turkey,Antalya Airport,Regular,Lights,STD,100,1,22,4.653680000000
China,Sanya Fenghuang,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Japan,Osaka - Kansai,Regular,Full Flavor,STD,100,1,60,3.333333000000
Japan,Chubu,Regular,Lights,SSL,100,1,5,20.000000000000
Italy,Bologna,Regular,Full Flavor,SSL,100,1,1,100.000000000000
Kazakhstan,Almaty,Regular,Lights,STD,KS,1,2,100.000000000000
Morocco,Casablanca,Menthol,Full Flavor,STD,100,1,28,3.571429000000
Uruguay,Montevideo,Regular,Full Flavor,STD,KS,1,3,100.000000000000
China,Wuxi Shuofang,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
France,Nice,Regular,Full Flavor,STD,100,1,7,14.285714000000
Spain,Madrid Barajas,Regular,Ultralights,STD,KS,1,11,9.090909000000
Greece,Heraklion Airport,Regular,Full Flavor,STD,100,1,10,10.000000000000
Spain DP,Alicante,Menthol,Full Flavor,STD,KS,1,19,6.203007500000
France,Bordeaux,Regular,Full Flavor,STD,100,1,5,20.000000000000
China,Wuxi Shuofang,Regular,Full Flavor,SSL,100,2,10,34.444444333333
China,Changchun Longjia,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Great Britain,Glasgow Prestwick,Regular,Lights,STD,KS,1,7,14.285714000000
South Korea,Incheon,Regular,Full Flavor,SLI,100,1,56,1.785714000000
Morocco,Essaouira,Regular,Full Flavor,STD,KS,3,16,62.916666666667
Turkey,Diyarbakir Airport,Regular,Full Flavor,SSL,100,3,32,24.337121333333
Canary Islands,La Palma,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
Russia,Krasnoyarsk,Regular,Lights,STD,KS,1,6,16.666667000000
Spain,Palma De Mallorca,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
Morocco,Nador,Menthol,Full Flavor,SSL,100,1,10,10.000000000000
China,Nanchang Changbei,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Great Britain,Birmingham,Regular,Lights,STD,100,1,12,8.333333000000
South Korea,Incheon,Regular,Lights,SSL,100,1,56,1.785714000000
South Korea,Seoul,Menthol,Full Flavor,SSL,100,1,56,1.785714000000
Spain DP,Gerona,Menthol,Full Flavor,STD,KS,1,17,6.787330500000
Spain DP,Valencia,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Brazil,Sao Paulo - Guarulhos,Menthol,Full Flavor,SSL,100,1,18,5.718954500000
Great Britain,London Heathrow,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
Japan,Oita,Regular,Full Flavor,STD,KS,1,1,100.000000000000
France,Paris Charles De Gaulle,Regular,Lights,STD,100,1,11,10.795454500000
China,Qingdao Liuting,Regular,Full Flavor,STD,100,1,20,5.000000000000
China,Jinan Xiaoqiang,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Nicaragua,Managua,Menthol,Full Flavor,SSL,100,1,4,25.000000000000
Bahrain,Manama,Regular,Full Flavor,STD,100,1,22,18.181818000000
Bulgaria,Sofia,Menthol,Full Flavor,SSL,100,1,7,14.285714000000
Greece,Skiathos,Regular,Full Flavor,STD,100,1,6,16.666667000000
Spain,Gerona,Regular,Ultralights,STD,KS,1,9,11.111111000000
Spain DP,Barcelona,Menthol,Full Flavor,STD,KS,1,19,5.756579000000
South Korea,Muan,Regular,Full Flavor,SSL,100,1,43,27.906977000000
Tunisia,Sfax,Regular,Full Flavor,SSL,100,1,5,40.000000000000
France,Nantes,Regular,Lights,STD,100,1,10,13.333333500000
Cambodia,Phnom Penh,NTD Caps,Full Flavor,SSL,KS,1,13,7.692308000000
Spain DP,Vigo,Regular,Full Flavor,STD,KS,2,4,72.222222333333
Turkey,Antalya Gazipasa Airport,Regular,Full Flavor,SSL,KS,1,13,7.692308000000
Kenya,Jomo Kenyatta,Regular,Ultralights,STD,KS,1,16,6.250000000000
Norway,Oslo,Regular,Lights,STD,KS,1,3,33.333333000000
Italy,Verona,Regular,Full Flavor,SLI,100,1,1,100.000000000000
Dominican Republic,Punta Cana - Higuey,Menthol,Full Flavor,STD,100,1,25,5.846154000000
Spain DP,A Coruna,Regular,Lights,STD,KS,1,2,50.000000000000
Greece,Mitilini,Regular,Lights,STD,100,1,6,16.666667000000
Cape Verde,Rabil,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Poland,Krakow Balice,Regular,Full Flavor,STD,100,1,11,9.090909000000
Ecuador,Quito,Menthol,Full Flavor,STD,KS,1,12,16.666667000000
Norway,Oslo,Menthol,Full Flavor,STD,KS,1,11,9.090909000000
Bahrain,Manama,NTD Caps,Full Flavor,STD,KS,1,22,18.181818000000
Albania,Tirana,Regular,Full Flavor,STD,LONGER THAN KS,1,19,5.263158000000
Great Britain,Leeds Bradford,Regular,Full Flavor,STD,100,1,10,10.000000000000
Morocco,Agadir,Menthol,Full Flavor,STD,100,1,27,3.703704000000
South Korea,Jeju,NTD Caps,Full Flavor,STD,KS,3,56,23.602623000000
China,Ningbo Lishe,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
China,Yanji Zhaoyangchuan,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Great Britain,Exeter,Regular,Lights,STD,KS,2,13,22.692307500000
China,Xuzhou Guanyin,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Nicaragua,Managua,Regular,Full Flavor,STD,KS,1,3,33.333333000000
Greece,Aktio,Menthol,Full Flavor,SSL,100,1,6,16.666667000000
China,Shenyang Taoxian,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Spain,Gerona,Regular,Lights,STD,KS,2,17,18.417965333333
Mexico,Ixtapa Zihuatanejo,Regular,Full Flavor,STD,KS,3,12,67.063492000000
Serbia,Nis,Regular,Full Flavor,SSL,100,2,4,62.500000000000
Peru,Lima,Menthol,Full Flavor,SSL,100,2,22,7.878788000000
Spain DP,Reus,Regular,Full Flavor,STD,KS,3,11,62.987013000000
Kosovo,PRISTINA,Regular,Full Flavor,STD,KS,3,21,48.340548666667
China,Mudanjiang Hailang,Regular,Full Flavor,STD,KS,5,20,84.666666600000
China,Wuhan Tianhe,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Great Britain,Leeds Bradford,Regular,Full Flavor,STD,KS,3,10,62.222222333333
Ghana,Accra,Regular,Full Flavor,SSL,100,1,14,21.428571000000
Spain,Gerona,Regular,Full Flavor,SSL,100,1,9,61.111111000000
Ecuador,Guayaquil,Regular,Full Flavor,SSL,100,1,9,11.111111000000
Morocco,Fes,NTD Caps,Full Flavor,STD,KS,2,24,13.988095500000
Great Britain,London Heathrow,Regular,Full Flavor,STD,KS,3,13,61.965812000000
Great Britain,Edinburgh,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
Great Britain,London Stansted,Regular,Lights,STD,KS,2,13,25.874125500000
France DP,Toulouse,Regular,Lights,STD,KS,2,12,15.476190500000
Kenya,Jomo Kenyatta,Regular,Full Flavor,SLI,100,1,16,6.250000000000
Macedonia,Ohrid,Regular,Full Flavor,SLI,KS,1,6,16.666667000000
Turkey,Antalya Gazipasa Airport,Regular,Full Flavor,SSL,100,3,17,50.537330250000
Great Britain,Norwich,Menthol,Full Flavor,STD,KS,1,8,12.500000000000
Spain,Madrid Barajas,Regular,Lights,STD,KS,2,19,21.617823000000
Spain,Gerona,Regular,Full Flavor,STD,KS,3,17,63.985252000000
Malaysia,Kota Kinabalu,NTD Caps,Full Flavor,STD,KS,2,7,26.785714500000
Switzerland,Basel,NTD Caps,Full Flavor,STD,KS,1,21,10.317460500000
China,Xiamen Gaoqi,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Germany,Duesseldorf,Regular,Full Flavor,STD,KS,3,9,72.569444500000
Bulgaria,Bourgas,Menthol,Full Flavor,SSL,100,1,7,14.285714000000
Germany,Duesseldorf,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
Spain,Madrid Barajas,Menthol,Full Flavor,STD,KS,1,19,5.756579000000
Poland,Gdansk,Regular,Full Flavor,STD,KS,3,9,70.370370333333
Morocco,Ouarzazate,Regular,Full Flavor,STD,100,1,15,6.666667000000
Serbia,Nis,Regular,Lights,STD,KS,2,4,37.500000000000
Italy,Ciampino Airport,Regular,Lights,STD,100,1,7,14.285714000000
Reunion,Roland Garros,Regular,Lights,STD,KS,2,6,33.333333500000
Great Britain,Glasgow Prestwick,Menthol,Full Flavor,STD,KS,1,7,14.285714000000
Morocco,Fes,Regular,Full Flavor,SSL,100,2,24,10.606061000000
Ethiopia,Addis Ababa,NTD Caps,Full Flavor,STD,KS,3,25,9.893719666667
Great Britain,Aberdeen,Regular,Ultralights,STD,KS,1,4,25.000000000000
South Korea,Jeju,NTD Caps,Full Flavor,SSL,100,1,56,17.857143000000
Kuwait,Kuwait,Regular,Full Flavor,SLI,KS,1,22,4.545455000000
Brazil,Viracopos,NTD Caps,Full Flavor,STD,KS,2,17,22.549019500000
China,Nanning Wuxu,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Turkey,Izmir Airport,Regular,Full Flavor,STD,KS,4,37,59.810960500000
Spain,Ibiza,Regular,Ultralights,STD,KS,1,8,12.500000000000
Macedonia,Ohrid,Regular,Lights,SSL,100,1,6,16.666667000000
Morocco,Marrakech,Regular,Ultralights,STD,KS,1,26,3.846154000000
China,Dalian Zhoushuizi,Regular,Full Flavor,STD,100,1,20,5.000000000000
Brazil,Belo Horizonte,Menthol,Full Flavor,STD,KS,2,16,9.821428500000
El Salvador,San Salvador Comalapa,Menthol,Full Flavor,STD,KS,1,10,20.000000000000
Colombia,Cali,Regular,Lights,STD,KS,1,7,28.571429000000
Russia,Min Vody,Regular,Full Flavor,STD,KS,2,9,66.666666666667
Egypt,Cairo,Regular,Full Flavor,SSL,100,2,12,25.000000000000
Mexico,Los Cabos,Regular,Lights,STD,100,1,11,9.090909000000
United Arab Emirates,Dubai,Regular,Full Flavor,STD,LONGER THAN KS,1,26,3.846154000000
Albania,Tirana,NTD Caps,Full Flavor,STD,KS,2,32,5.756579000000
Turkey,Kutahya Airport,Regular,Lights,STD,KS,1,2,50.000000000000
Turkey,Samsun Airport,Regular,Full Flavor,SLI,KS,1,2,100.000000000000
Brazil,Recife,Regular,Full Flavor,SSL,100,2,13,12.237762000000
Germany,Dortmund,Regular,Lights,STD,KS,1,8,12.500000000000
China,Mudanjiang Hailang,Menthol,Full Flavor,STD,KS,2,20,7.777778000000
Canary Islands,Lanzarote,Regular,Lights,STD,KS,2,16,14.062500000000
Morocco,Marrakech,Menthol Caps,Full Flavor,STD,KS,1,28,3.637566500000
Spain,Ibiza,Regular,Lights,STD,KS,3,17,14.215686333333
Ireland,Cork,Regular,Full Flavor,STD,KS,2,5,62.222222333333
Bahrain,Manama,Regular,Lights,STD,100,1,9,11.111111000000
Mexico,Monterrey,Regular,Full Flavor,SSL,100,2,11,17.045454500000
Myanmar,Yangon,Regular,Full Flavor,STD,KS,3,4,100.000000000000
Austria,Salzburg,Regular,Lights,STD,100,1,7,14.285714000000
Austria,Vienna,Regular,Lights,STD,KS,1,7,32.539682333333
China,Xuzhou Guanyin,Regular,Full Flavor,STD,100,1,20,5.441176500000
China,Yancheng Nanyang,Menthol,Full Flavor,STD,KS,1,14,7.738095000000
Spain DP,Madrid Barajas,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
Cambodia,Phnom Penh,Regular,Lights,SSL,100,1,25,8.659340666667
France DP,Nice,Regular,Lights,STD,100,1,12,12.500000000000
Taiwan,Taichung,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
Spain DP,Valencia,Regular,Lights,STD,100,1,19,5.263158000000
Ecuador,Quito,Regular,Lights,STD,KS,1,7,28.571429000000
Spain,Sevilla,NTD Caps,Full Flavor,STD,KS,1,12,8.333333000000
Georgia,Batumi,Regular,Lights,STD,KS,2,8,28.750000000000
Turkey,Denizli Cardak Airport,Regular,Full Flavor,STD,KS,2,8,41.269841333333
South Korea,Incheon,NTD Caps,Full Flavor,SSL,100,1,56,17.857143000000
Morocco,Oujda,Menthol Caps,Full Flavor,STD,KS,1,21,4.761905000000
Turkey,Izmir Airport,Menthol,Full Flavor,STD,KS,2,37,5.420362666667
Ghana,Accra,Menthol,Full Flavor,STD,KS,1,14,8.744588666667
Turkey,Eskisehir Airport,Regular,Lights,STD,KS,1,8,16.250000000000
Turkey,Trabzon Airport,Regular,Full Flavor,SSL,100,2,20,10.192307500000
China,Zhengzhou Xinzheng,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Great Britain,East Midlands,Regular,Full Flavor,STD,100,1,10,10.000000000000
Brazil,Natal,Menthol,Full Flavor,SSL,100,1,12,8.333333000000
China,Hangzhou Xiaoshan,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Japan,Chubu,NTD Caps,Full Flavor,SSL,100,2,26,21.923077000000
Turkey,Trabzon Airport,NTD Caps,Full Flavor,STD,KS,1,4,25.000000000000
Turkey,Diyarbakir Airport,NTD Caps,Full Flavor,SSL,100,1,32,3.125000000000
Poland,Gdansk,Regular,Lights,STD,100,1,9,11.111111000000
China,Shenyang Taoxian,Regular,Lights,STD,KS,1,20,10.000000000000
China,Yantai Penglai,Regular,Full Flavor,SSL,100,2,10,34.444444333333
China,Hohhot Baita,Regular,Full Flavor,SSL,100,2,10,34.444444333333
China,Beijing,Regular,Full Flavor,STD,100,1,20,5.000000000000
China,Zhengzhou Xinzheng,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Mexico,Guadalajara,Regular,Full Flavor,SSL,100,2,13,11.538461500000
Canary Islands,Tenerife,Menthol,Full Flavor,SSL,100,1,6,16.666667000000
Portugal,Porto,Regular,Full Flavor,STD,100,1,5,20.000000000000
China,Yantai Penglai,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
China,Dalian Zhoushuizi,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Grenada,St. George's Point Saline,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
Russia,Krasnoyarsk,Menthol,Full Flavor,STD,100,1,13,7.692308000000
Norway,Oslo,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
Canary Islands,Lanzarote,Regular,Full Flavor,SSL,100,1,6,33.333333000000
Poland,Krakow Balice,Regular,Lights,STD,100,1,11,9.090909000000
French Guyana,Cayenne,Regular,Lights,STD,KS,1,7,14.285714000000
Tunisia,Enfidha,Regular,Lights,STD,KS,1,20,6.548821666667
United Arab Emirates,Dubai,Regular,Full Flavor,SSL,KS,1,9,11.111111000000
Greece,Alexandoupolis,Regular,Lights,STD,100,1,10,10.000000000000
China,Xuzhou Guanyin,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,East Midlands,Regular,Ultralights,STD,KS,1,3,33.333333000000
Mexico,Los Cabos,Menthol,Full Flavor,STD,KS,1,17,11.764706000000
Poland,Warsaw,Regular,Full Flavor,SSL,100,1,13,15.384615000000
Great Britain,Birmingham,Regular,Lights,STD,KS,2,13,24.358974000000
Great Britain,Norwich,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
Spain DP,Murcia,Regular,Lights,STD,100,1,9,11.111111000000
Denmark,Copenhagen,Regular,Full Flavor,STD,KS,2,6,66.666666500000
China,Yanji Zhaoyangchuan,Regular,Lights,STD,KS,1,20,10.000000000000
Aruba,Oranjestad,Menthol,Full Flavor,SSL,100,1,18,12.407407666667
Morocco,Oujda,NTD Caps,Full Flavor,STD,KS,2,21,14.285714500000
United Arab Emirates,Sharjah,Menthol,Full Flavor,SSL,100,1,18,11.111111000000
Japan,Tokyo - Narita,Menthol,Full Flavor,SSL,100,1,28,3.571429000000
China,Yancheng Nanyang,NTD Caps,Full Flavor,STD,KS,1,14,7.142857000000
South Korea,Seoul,Regular,Lights,STD,KS,1,13,7.692308000000
Greece,Heraklion Airport,Menthol,Full Flavor,SSL,100,1,10,10.000000000000
Ivory Coast,Abidjan,Menthol,Full Flavor,SSL,100,1,15,20.000000000000
South Korea,Daegu,Regular,Full Flavor,SLI,100,1,56,1.785714000000
France DP,Tarbes - Lourdes,Menthol,Full Flavor,SSL,100,1,4,25.000000000000
Mexico,Mexico City,Regular,Lights,STD,KS,2,24,13.621795000000
China,Harbin Taiping,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Austria,Graz,Regular,Lights,STD,100,1,7,14.285714000000
Great Britain,Cardiff,Menthol,Full Flavor,STD,KS,1,10,10.555555500000
France,Beauvais,Regular,Lights,STD,KS,1,5,26.666666500000
Italy,Naples,Regular,Full Flavor,SLI,100,1,9,11.111111000000
Armenia,Yerevan,Regular,Full Flavor,SSL,KS,1,19,31.578947000000
United Arab Emirates,Dubai,Menthol,Full Flavor,SSL,100,1,5,40.000000000000
Morocco,Marrakech,NTD Caps,Full Flavor,STD,KS,2,28,11.114503000000
Spain,Mahon Airport,Regular,Ultralights,STD,KS,1,8,12.500000000000
Taiwan,Kaohsiung,Regular,Full Flavor,SSL,KS,1,1,100.000000000000
Great Britain,Manchester,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
Spain DP,Santiago De Compostela,Regular,Full Flavor,STD,100,1,9,11.111111000000
China,Xiamen Gaoqi,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Kosovo,PRISTINA,Regular,Full Flavor,SSL,KS,1,11,9.090909000000
China,Yinchuan Hedong,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Turkey,Konya Airport,Regular,Full Flavor,SLI,100,1,21,4.761905000000
Canary Islands,La Palma,Regular,Full Flavor,SSL,100,1,4,50.000000000000
Cape Verde,Espargos,Menthol,Full Flavor,STD,KS,1,13,8.119658000000
Russia,Min Vody,Regular,Lights,STD,100,1,9,11.111111000000
Jordan,Marka,Regular,Full Flavor,SSL,100,1,4,25.000000000000
France,Bordeaux,Regular,Lights,STD,100,1,5,20.000000000000
China,Yinchuan Hedong,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Spain,A Coruna,Regular,Lights,STD,KS,1,5,35.000000000000
Portugal,Madeira,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Great Britain,Humberside,Regular,Lights,STD,KS,1,10,30.000000000000
China,Zhengzhou Xinzheng,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
China,Changsha Huanghua,Regular,Lights,STD,KS,1,20,10.000000000000
Portugal,Faro Airport,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Brazil,Salvador,Regular,Lights,STD,KS,1,11,9.090909000000
Spain DP,Reus,Regular,Full Flavor,SSL,100,1,7,14.285714000000
Dominican Republic,Puerto Plata,NTD Caps,Full Flavor,STD,KS,2,17,13.823529500000
China,Changchun Longjia,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Bahrain,Manama,Regular,Full Flavor,STD,LONGER THAN KS,1,20,5.000000000000
Jordan,Aqaba,Regular,Full Flavor,SLI,KS,1,12,8.333333000000
